Time,X Axis Acceleration,Y Axis Acceleration,Z Axis Acceleration,
34720,0.258,-0.693,-0.371,0.8273173514
34750,0.263,-0.698,-0.358,0.8273675121
34770,0.27,-0.704,-0.34,0.8271130515
34800,0.277,-0.712,-0.321,0.8286820862
34830,0.281,-0.717,-0.309,0.8297776811
34850,0.288,-0.726,-0.292,0.8338369145
34880,0.295,-0.735,-0.275,0.8383764071
34900,0.296,-0.741,-0.264,0.8404718913
34930,0.297,-0.751,-0.247,0.8445229423
34960,0.293,-0.755,-0.231,0.842160911
34980,0.289,-0.758,-0.215,0.8392317916
35010,0.286,-0.759,-0.204,0.8363569812
35040,0.283,-0.76,-0.188,0.8324860359
35060,0.284,-0.762,-0.169,0.8305787139
35090,0.284,-0.763,-0.156,0.8289517477
35110,0.288,-0.769,-0.134,0.8320222353
35140,0.292,-0.776,-0.112,0.8366504647
35170,0.295,-0.782,-0.094,0.8410618289
35190,0.297,-0.788,-0.068,0.8448532417
35220,0.296,-0.79,-0.043,0.8447277668
35250,0.294,-0.791,-0.028,0.8443346493
35270,0.288,-0.78,-0.006,0.8314926338
35300,0.281,-0.768,0.015,0.8179303149
35320,0.273,-0.752,0.038,0.800922593
35350,0.269,-0.744,0.056,0.7931160066
35380,0.267,-0.734,0.089,0.7861081351
35400,0.271,-0.73,0.118,0.7875690446
35430,0.276,-0.729,0.135,0.7911017634
35460,0.284,-0.727,0.16,0.7967339581
35490,0.292,-0.725,0.183,0.8027315865
35510,0.297,-0.722,0.199,0.8056637016
35540,0.303,-0.718,0.222,0.810319073
35560,0.309,-0.713,0.245,0.8147852478
35590,0.314,-0.707,0.269,0.8190274721
35620,0.316,-0.701,0.283,0.819357065
35640,0.32,-0.691,0.304,0.8199371927
35670,0.321,-0.678,0.323,0.8167337387
35690,0.322,-0.67,0.335,0.8153582035
35720,0.323,-0.657,0.354,0.8131998524
35750,0.322,-0.644,0.373,0.8108939511
35770,0.321,-0.629,0.394,0.8086519647
35800,0.32,-0.62,0.407,0.8077431522
35820,0.32,-0.606,0.426,0.8069151133
35850,0.321,-0.592,0.444,0.8066232082
35880,0.322,-0.584,0.457,0.8084485141
35900,0.324,-0.573,0.476,0.8123305977
35930,0.325,-0.56,0.494,0.8144083742
35960,0.325,-0.552,0.506,0.8163118277
35980,0.323,-0.54,0.523,0.818204131
36010,0.321,-0.527,0.539,0.8193235014
36030,0.319,-0.511,0.555,0.8190891282
36060,0.317,-0.501,0.565,0.8189719165
36090,0.314,-0.487,0.58,0.8198566948
36110,0.312,-0.474,0.6,0.8258450218
36140,0.311,-0.465,0.614,0.8306274737
36170,0.31,-0.453,0.635,0.8393652364
36190,0.31,-0.442,0.656,0.8495881355
36220,0.31,-0.434,0.668,0.8547982218
36240,0.31,-0.421,0.685,0.8617226932
36270,0.309,-0.406,0.7,0.8662084045
36300,0.307,-0.392,0.715,0.8712852575
36320,0.305,-0.382,0.723,0.8727416571
36350,0.3,-0.369,0.735,0.8754347491
36380,0.295,-0.353,0.745,0.8755906578
36410,0.291,-0.343,0.751,0.8754033356
36430,0.285,-0.327,0.76,0.8750737112
36460,0.28,-0.311,0.768,0.8746113423
36480,0.278,-0.301,0.772,0.8739959954
36510,0.275,-0.286,0.779,0.8742207959
36540,0.269,-0.272,0.787,0.8750508557
36560,0.264,-0.258,0.794,0.8756117861
36590,0.258,-0.249,0.801,0.8775910209
36610,0.25,-0.235,0.81,0.8796732348
36640,0.241,-0.223,0.818,0.8814385968
36670,0.236,-0.215,0.824,0.883683767
36690,0.23,-0.204,0.832,0.8869836526
36720,0.226,-0.194,0.841,0.892184398
36740,0.224,-0.187,0.848,0.8967993087
36770,0.221,-0.177,0.858,0.9035120364
36800,0.216,-0.167,0.869,0.9108819902
36820,0.21,-0.156,0.879,0.9171025024
36850,0.205,-0.149,0.883,0.9186484638
36880,0.199,-0.136,0.888,0.9201309689
36900,0.194,-0.123,0.891,0.9201336859
36930,0.189,-0.114,0.892,0.9189020622
36950,0.184,-0.104,0.893,0.9176715099
36980,0.178,-0.094,0.894,0.9163820164
37010,0.174,-0.087,0.893,0.9139441996
37030,0.167,-0.076,0.894,0.9126340997
37060,0.159,-0.064,0.896,0.9122461291
37090,0.151,-0.052,0.898,0.912090456
37110,0.146,-0.045,0.901,0.9138610398
37140,0.144,-0.03,0.927,0.9385973578
37160,0.144,-0.008,0.964,0.9747286802
37190,0.143,0.009,0.985,0.9953667666
37220,0.141,0.038,1.015,1.02545112
37240,0.14,0.059,1.032,1.043122716
37270,0.138,0.071,1.04,1.051515573
37300,0.135,0.083,1.046,1.057936671
